,ID,characteristics_of_deformation,country,deformation_observation,duration_of_observation,geodetic_measurements,inferred_causes,latitude,longitude,measurement_methods,name,references,volcano_number,image_url,Area
29,2441,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,57.7,160.4,No measurements,Alngey,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300600]",300600,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/anaun/anaun_060D_03364_131312.jpg,Kamchatka and Mainland Asia
30,3239,"<p>In November 2008 an eruption occurred at the Alu-Dalafilla volcanoes, causing lava flows to extend to the NE. Pagli et al. (2012) showed that this eruption was sourced by a 1 km deep elongated magma chamber that exists in two segments, and was probably trigged by an influx of magma from the north. Both magma chamber segments appeared to source the eruption though a connecting dyke. The magma chambers have since, rapidly, refilled.<br />
InSAR was the primary tool to determine deformation during the eruption. Co-eruptive interferograms show an elongated, ~ 10-km-long, subsidence of 1.9<span class=""mb""><span class=""mb""> </span></span>m at the Alu volcano, and at Alu-South, maximum subsidence of 1<span class=""mb""><span class=""mb""> </span></span>m. From 5 November 2008 the deformation pattern at Alu-South reversed and uplift started, whereas at Alu minor subsidence continued between 5th November and 19th November but afterwards reversed to uplift. Since then, uplift occurred both at Alu and Alu-South. The maximum dyke opening to model this observation was 4.6<span class=""mb""><span class=""mb""> </span></span>m and the total dyke volume was 5.1×10<sup>6</sup><span class=""mb""><span class=""mb""> </span></span>m<sup>3. </sup>The observation of post-eruptive uplift is interpreted as the refilling of the source magma chamber.</p>
",Ethiopia,Yes,2008 - 2010,Yes,Magmatic,13.793,40.55,InSAR,Alu-Dalafilla,"[Pagli, C., Wright, T. J., Ebinger, C. J., Yun, S. H., Cann, J. R., Barnie, T., & Ayele, A. (2012). Shallow axial magma chamber at the slow-spreading Erta Ale Ridge. Nature Geoscience, 5(4), 284-288., http://volcano.si.edu/volcano.cfm?vn=221060]",221060,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aniakchak/aniakchak_102D_03323_081113.jpg,Africa and Red Sea
31,161,"<p>In the time that InSAR data has been available over Alutu (1997-2000, 2004-2010) two periods of uplift, followed by periods of gradual subsidence, have been observed (Biggs et al., 2011). The deformation throughout each period had a circular pattern, which was centred over the volcano. Firstly, 15 cm of uplift between December 2003 and August 2004 was observed. Gradual subsidence of 4.7 cm followed this, lasting 400 days, which could be fit by a simple exponential decay with a 200-300 day decay constant. The second phase of inflation (9.9 cm) was in July 2008 and lasted 150 days. In December 2008 this inflation ended, and gradual subsidence of 4.3 cm continued over the remaining 750 days of data. At this point the subsidence looked to continue. Throughout this period the magnitude of the inflation was greater than deflation, and so an overall inflation over this period is apparent. The time series of inflation and deflation show that these ground motions are not linear (Biggs et al., 2011).<br />
The deformation patterns at Alutu have been fit best by a penny shaped crack at a depth of 0.5-2.5 km, with a radius of 3-10 km. It has been suggested that the deformation can be explained by magma-driven uplift and hydrothermal field activity, and that the subsequent subsidence is associated with hydrothermal activity alone (Biggs et al., 2011).</p>
",Ethiopia,Yes,"1997-2000, 2004-2010",Yes,Magmatic,7.77,38.78,InSAR,Alutu,"[Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662, Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]]",221270,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/antillanca_group/antillanca-group_083D_13027_131313.jpg,Africa and Red Sea
32,5211,,United States,No,2007 - 2010,Yes,,55.424,-163.149,InSAR,Amak,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Amak]",311390,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/antisana/antisana_142D_08947_131313.jpg,Alaska
33,4254,,Indonesia ,,,No,,-0.53,127.48,No measurements,Amasing,[.],268072,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/antisana/antisana_142D_09147_131313.jpg,Indonesia
34,3768,,Philippines,,,No,,17.32,121.1,No measurements,Ambalatungan Group,"[Global Volcanism Program, 2013. [Ambalatungan Group (273088)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273088]).]",273088,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/antofagasta_volcanic_field/antofagasta-volcanic-field_083D_11651_131313.jpg,Philippines and SE Asia
35,3919,"<p>There is no observed deformation at Ambitle, a stratovolcano that is the larger of the two Feni Islands, predominantly Pliocene-to-Pleistocene in age.</p>
",Papua New Guinea,,,No,,-4.08,153.65,No measurements,Ambitle,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=254020, NASA Space Shuttle image STS88-706-56, 1998 (http://eol.jsc.nasa.gov/).]",254020,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/antuco/antuco_083D_12832_131313.jpg,Melanesia and Australia
36,1874,,Madagascar,,,No,,-12.6,49.15,No measurements,Ambre-Bobaomby,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=233011]",233011,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/antuco/antuco_083D_12636_131313.jpg,Middle East and Indian Ocean
37,3922,"<p>There are some GPS stations on the island of Ambrym (used for tectonic studies), but there is no published data on volcanic deformation. Ambrym is a basaltic volcano, with a 12 km wide caldera. Ambrym has an ephemeral lava lake, and has had several recent eruptions. The most recent was in 2015, but smaller eruptions from cones within the caldera have possibly occurred approximately yearly during historical times.<br />
&nbsp;</p>
",Vanuatu,,,No,,-16.25,168.12,No measurements,Ambrym,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=257040]",257040,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apagado/apagado_083D_13222_131313.jpg,Melanesia and Australia
38,5271,,Italy,,,No,,42.9,11.63,No measurements,Amiata,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=211800]",211800,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apaneca_range/apaneca-range_128D_07531_131313.jpg,Mediterranean and W. Asia
39,3759,,Philippines,,,No,,15.828,120.805,No measurements,Amorong,"[Global Volcanism Program, 2013. [Amorong (273085)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273085]).]",273085,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apaneca_range/apaneca-range_026D_07514_131212.jpg,Philippines and SE Asia
40,5275,,France,,,No,,-37.83,77.52,No measurements,Amsterdam Island,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=234001]",234001,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apastepeque_field/apastepeque-field_128D_07650_030403.jpg,Middle East and Indian Ocean
41,1015,"<p>Interferograms covering the volcano show two regions of subsidence. The first is location on the southeastern flank of the volcano with deformation occuring at rates of ~0.5 cm/yr. This deformation is modelled by a point source at &lt;1 km depth and is thought to originate from cooling and degassing of magma intruded during eruptions in 1987 and 1996.  A second region of subsidence at rates of ~1 mm/yr is seen on the lower southwestern flank. This is in a region of lava flows thought to originate from the 1963 eruption, and subsidence is therefore attributed to thermoelastic constraction of lava flows.</p>
",United States,Yes,"1993 - 2000, 2004 - 2009",Yes,"Magmatic, Surface deposits",52.5,-171.252,InSAR,Amukta,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Amukta]",311190,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apastepeque_field/apastepeque-field_128D_07531_131313.jpg,Alaska
42,2365,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,56.32,158.83,No measurements,Anaun,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300390]",300390,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apo/apo_163D_08317_091313.jpg,Kamchatka and Mainland Asia
43,4474,"<p>No deformation was detected at the Andahua-Orcopampa volcanic field during a regional ALOS survey of Northern Andes Volcanoes (Morales Rivera et al., 2016).</p>
",Peru,No,2007-2011,Yes,,-15.42,-72.33,InSAR,Andahua-Orcopampa,"[Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.<br />
]",354004,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/apoyeque/apoyeque_055D_07784_040200.jpg,South America
44,1444,,Antarctica,,,No,,-75.8,-132.33,No measurements,Andrus,"[Smithsonian Institution Global Volcanism Program<br />
http://volcano.si.edu/volcano.cfm?vn=390023]",390023,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aracar/aracar_156D_11424_131313.jpg,Antarctica
45,3936,"<p>Aneityum is a 17 km wide oval-shaped predominately basaltic volcanic island, the southernmost in the Vanuatu Islands chain. The most recent eruption at this volcano is unknown, but thought to be late-Pleistocene.</p>
",Vanuatu ,,,No,,-20.2,169.78,No measurements,Aneityum,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=257110, NASA Space Shuttle image ISS006-E-5732, 2002 (http://eol.jsc.nasa.gov/).]",257110,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aracar/aracar_083D_11452_131313.jpg,Melanesia and Australia
46,5210,"<p>InSAR measurements show that the caldera floor of Aniakchak volcano has subsided. The rate of subsidence decreased from ~12 mm/yr during 1992 &#8211; 2000 to ~8 mm/yr during 2000 &#8211; 2005 and ~6 mm/yr during 2005 &#8211; 2010. The deformation is modelled by a point source at shallow depth (2 &#8211; 4 km). Evidence from melt inclusions show that this is equal to preeruptive magma storage depths at the volcano. Subsidence may therefore be due to crystallisation or fluid loss from a shallow magma body. Another possible cause is a decrease in pore fluid pressure due to cooling or fluid loss from the hydrothermal system.</p>
",United States,Yes,1992 - 2010,Yes,"Hydrothermal, Magmatic",56.88,-158.17,InSAR,Aniakchak,"[Kwoun, Oh-Ig, Lu, Zhong, Neal, Christina, and Wicks, Charles Jr., 2006, Quiescent deformation of the Aniakchak Caldera, Alaska, mapped by InSAR: Geology, v. 34, n. 1, p. 5-8., Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Aniakchak]",312090,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aragats/aragats_152D_04960_131313.jpg,Alaska
47,1880,,Madagascar,,,No,,-14.3,48.67,No measurements,Ankaizina Field,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=233013]",233013,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aragats/aragats_072A_04892_131313.jpg,Middle East and Indian Ocean
48,1886,,Madagascar,,,No,,-19.4,47.2,No measurements,Ankaratra Field,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=233015]",233015,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ararat/ararat_072A_05090_131313.jpg,Middle East and Indian Ocean
49,5039,"<p>No deformation was detected at the Antillanca Group during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",Chile,No,2006-2008,Yes,,-40.771,-72.153,InSAR,Antillanca Group,"[Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />
]",357153,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ararat/ararat_152D_04960_131313.jpg,South America
50,4124,"<p>Preliminary ALOS results found Antisana had periods of both inflation and deflation between 2007 and 2008, coincident with a period of high LP seismic actiity (Mothes et al., 2008). However, a regional ALOS survey of Northern Andes Volcanoes found no deformation at Antisana between 2007 and 2011 looking at a larger dataset (Morales Rivera et al., 2016). The preliminary deformation observations are therefore likely to have been atmospheric noise.</p>
",Ecuador,No,2007-2011,Yes,,-0.48100000000000004,-78.141,InSAR,Antisana,"[Mothes, P., J. Biggs, S. Baker, S. Hong, F. Amelung, and T. Dixon (2008), Survey of volcanic activity in Ecuador using L-band SAR, Eos Trans. AGU, 89(53), Fall Meet. Suppl., Abstract V51C-2055., Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.]",352030,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/arayat/arayat_032D_07538_111311.jpg,South America
