,ID,name,location,volcano_number,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,images,uri,api_endpoint,measurement_methods,inferred_causes,references,date_added,last_modified
411,2926,Geysir,"[{'name': 'Iceland and Arctic Ocean', 'url': 'https://comet.nerc.ac.uk/location/iceland-and-arctic-ocean/', 'slug': 'iceland-and-arctic-ocean', 'id': 52, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/52'}]",371803,Iceland,Yes,No,Continuous,"<p><span style=""color: #000000;""><a style=""font-weight: inherit; font-style: inherit; color: #0062a0 !important;"" href=""http://en.vedur.is/"" target=""_blank"">The Icelandic Meteorological Office (IMO)</a></span><span style=""color: #000000;""> leads long-term monitoring of geohazards in Iceland and is responsible for maintaining instrument networks for this purpose. FutureVolc detail a <a href=""http://futurevolc.hi.is/node/18"">description of in-situ monitoring networks in Iceland and available results</a>. In-situ instrumentation to monitor geological hazards in Iceland includes seismic, GPS, strain, hydrological, radar, infrasound networks, and scanning DOAS spectrometers. With InSAR, t<span style=""color: #333333;"">he volcanoes in Iceland are not covered by a single systematic study but 85% of them have been included in separate studies of volcanic, seismic, cryospheric or geothermal processes (Biggs et al., 2014).</span></span></p>
",64.32,-20.3,[],https://comet.nerc.ac.uk/volcanoes/geysir/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2926,"InSAR, GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter, EDM",[],"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=371803', 'The Icelandic Meteorological Office (IMO)', 'Sturkell, E., Einarsson, P., Sigmundsson, F., Geirsson, H., Olafsson, H., Pedersen, R., ... & Stefánsson, R. (2006). Volcano geodesy and magma dynamics in Iceland. Journal of Volcanology and Geothermal Research, 150(1), 14-34.']",2015-09-21 13:58:35,2015-09-21 13:58:35
412,1689,Ghegam Ridge,"[{'name': 'Mediterranean and W. Asia', 'url': 'https://comet.nerc.ac.uk/location/mediterranean-and-w-asia/', 'slug': 'mediterranean-and-w-asia', 'id': 48, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/48'}]",214070,Armenia,No,,,"<p>There is an extensive National Observation Network of seismometers used for monitoring earthquake activity by the Armenian National Survey for Seismic Protection (NSSP).</p>
",40.275,44.75,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_174A_05018_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_174A_05018_131313.jpg', 'width': 636, 'height': 1050, 'mime': 'image/jpeg', 'size': 280469, 'filename': 'ghegam-ridge_174A_05018_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_072A_04892_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_072A_04892_131313.jpg', 'width': 636, 'height': 1050, 'mime': 'image/jpeg', 'size': 283440, 'filename': 'ghegam-ridge_072A_04892_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_079D_05011_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_079D_05011_131313.jpg', 'width': 636, 'height': 1050, 'mime': 'image/jpeg', 'size': 281181, 'filename': 'ghegam-ridge_079D_05011_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_152D_04960_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ghegam_ridge/ghegam-ridge_152D_04960_131313.jpg', 'width': 636, 'height': 1050, 'mime': 'image/jpeg', 'size': 273131, 'filename': 'ghegam-ridge_152D_04960_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/ghegam-ridge/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1689,No measurements,[],"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=214070', 'Karakhanyan, A., Vernant, P., Doerflinger, E., Avagyan, A., Philip, H., Aslanyan, R., ... & Masson, F. (2013). GPS constraints on continental deformation in the Armenian region and Lesser Caucasus. Tectonophysics, 592, 39-45.']",2015-07-20 21:27:31,2015-07-20 21:27:31
413,3164,Giggenbach,"[{'name': 'New Zealand to Fiji', 'url': 'https://comet.nerc.ac.uk/location/new-zealand-to-fiji/', 'slug': 'new-zealand-to-fiji', 'id': 54, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/54'}]",242022,New Zealand,No,,,,-30.036,-178.712,[],https://comet.nerc.ac.uk/volcanoes/giggenback/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3164,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=242022'],2015-09-28 22:03:29,2015-09-28 22:03:29
414,463,Glacier Peak,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",321020,United States,No,,,,48.112,-121.113,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_115D_04206_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_115D_04206_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 296999, 'filename': 'glacier-peak_115D_04206_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_064A_04218_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_064A_04218_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 299387, 'filename': 'glacier-peak_064A_04218_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_137A_04235_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_137A_04235_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 300715, 'filename': 'glacier-peak_137A_04235_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_013D_04083_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/glacier_peak/glacier-peak_013D_04083_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 281880, 'filename': 'glacier-peak_013D_04083_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/glacier-peak/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/463,No measurements,[],['U.S. Geological Survey Cascades Volcano Observatory (CVO) website http://volcanoes.usgs.gov/volcanoes/glacier_peak/'],2015-02-17 17:24:29,2015-02-17 17:24:29
415,5265,Golan Heights,"[{'name': 'Middle East and Indian Ocean', 'url': 'https://comet.nerc.ac.uk/location/middle-east-and-indian-ocean/', 'slug': 'middle-east-and-indian-ocean', 'id': 49, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/49'}]",230030,Syria,No,,,,33.1,35.97,[],https://comet.nerc.ac.uk/volcanoes/golan-heights/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5265,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=230030'],2015-07-24 20:40:30,2015-07-24 20:40:30
416,2203,Golaya,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300057,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",52.263,157.787,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/golaya/golaya_111A_03775_131006.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/golaya/golaya_111A_03775_131006.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 241969, 'filename': 'golaya_111A_03775_131006.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/golaya/golaya_133D_03772_030000.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/golaya/golaya_133D_03772_030000.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 284884, 'filename': 'golaya_133D_03772_030000.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/golaya/golaya_060D_03718_021307.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/golaya/golaya_060D_03718_021307.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 280455, 'filename': 'golaya_060D_03718_021307.jpg'}]",https://comet.nerc.ac.uk/volcanoes/golaya/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2203,No measurements,[],"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300057', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.']",2015-08-20 20:17:45,2015-08-20 20:17:45
417,1200,Golden Trout Creek,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",323170,United States,No,,,,36.358,-118.32,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/golden_trout_creek/golden-trout-creek_064A_05410_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/golden_trout_creek/golden-trout-creek_064A_05410_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 281092, 'filename': 'golden-trout-creek_064A_05410_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/golden_trout_creek/golden-trout-creek_144D_05298_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/golden_trout_creek/golden-trout-creek_144D_05298_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 259889, 'filename': 'golden-trout-creek_144D_05298_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/golden_trout_creek/golden-trout-creek_071D_05377_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/golden_trout_creek/golden-trout-creek_071D_05377_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 269716, 'filename': 'golden-trout-creek_071D_05377_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/golden-trout-creek/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1200,No measurements,[],['U.S. Geological Survey California Volcano Observatory (CalVO)<br />\nhttps://volcanoes.usgs.gov/volcanoes/golden_trout_creek/'],2015-04-10 12:45:24,2015-04-10 12:45:24
418,1744,Gollu Dag,"[{'name': 'Mediterranean and W. Asia', 'url': 'https://comet.nerc.ac.uk/location/mediterranean-and-w-asia/', 'slug': 'mediterranean-and-w-asia', 'id': 48, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/48'}]",213003,Turkey,No,,,,38.35,34.57,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_087A_05101_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_087A_05101_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 271063, 'filename': 'gollu-dag_087A_05101_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_167D_05077_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_167D_05077_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 268439, 'filename': 'gollu-dag_167D_05077_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_094D_05100_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_094D_05100_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 271293, 'filename': 'gollu-dag_094D_05100_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_014A_05138_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gollu_dag/gollu-dag_014A_05138_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 277523, 'filename': 'gollu-dag_014A_05138_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gollu-dag/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1744,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=213003'],2015-07-21 20:46:37,2015-07-21 20:46:37
419,5226,Gordon,"[{'name': 'Alaska', 'url': 'https://comet.nerc.ac.uk/location/alaska/', 'slug': 'alaska', 'id': 45, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/45'}]",315021,United States,No,,,,62.13,-143.08,[],https://comet.nerc.ac.uk/volcanoes/gordon/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5226,No measurements,[],['U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Gordon'],2015-04-10 10:20:22,2015-04-10 10:20:22
420,2215,Gorely,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300070,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",52.559,158.03,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorely/gorely_111A_03775_131006.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorely/gorely_111A_03775_131006.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 245201, 'filename': 'gorely_111A_03775_131006.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorely/gorely_060D_03718_021307.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorely/gorely_060D_03718_021307.jpg', 'width': 632, 'height': 1050, 'mime': 'image/jpeg', 'size': 283156, 'filename': 'gorely_060D_03718_021307.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorely/gorely_133D_03621_101306.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorely/gorely_133D_03621_101306.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 301063, 'filename': 'gorely_133D_03621_101306.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gorely/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2215,No measurements,[],"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300070<br />\n', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.']",2015-08-20 20:33:27,2015-08-20 20:33:27
421,2420,Gorny Institute,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300550,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.33,160.2,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_140A_03370_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_140A_03370_131312.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 228370, 'filename': 'gorny-institute_140A_03370_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_060D_03181_131009.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_060D_03181_131009.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 296486, 'filename': 'gorny-institute_060D_03181_131009.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_060D_03363_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_060D_03363_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 276031, 'filename': 'gorny-institute_060D_03363_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_140A_03184_101313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_140A_03184_101313.jpg', 'width': 680, 'height': 740, 'mime': 'image/jpeg', 'size': 201920, 'filename': 'gorny-institute_140A_03184_101313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_060D_03364_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gorny_institute/gorny-institute_060D_03364_131312.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 268711, 'filename': 'gorny-institute_060D_03364_131312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gorny-institute/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2420,InSAR,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300550']",2015-09-05 16:12:24,2015-09-05 16:12:24
422,924,Graciosa,"[{'name': 'Atlantic Ocean', 'url': 'https://comet.nerc.ac.uk/location/atlantic-ocean/', 'slug': 'atlantic-ocean', 'id': 46, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/46'}]",382040,Portugal,No,,,,39.02,-27.97,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/graciosa/graciosa_002A_05136_020502.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/graciosa/graciosa_002A_05136_020502.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 76666, 'filename': 'graciosa_002A_05136_020502.jpg'}]",https://comet.nerc.ac.uk/volcanoes/graciosa/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/924,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=382040'],2015-04-07 15:59:51,2015-04-07 15:59:51
