jasmin_name,name,ID,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,measurement_methods,inferred_causes,references,Area,frames
alutu,Alutu,221270,Ethiopia,Yes,Yes,"1997-2000, 2004-2010","<p>In the time that InSAR data has been available over Alutu (1997-2000, 2004-2010) two periods of uplift, followed by periods of gradual subsidence, have been observed (Biggs et al., 2011). The deformation throughout each period had a circular pattern, which was centred over the volcano. Firstly, 15 cm of uplift between December 2003 and August 2004 was observed. Gradual subsidence of 4.7 cm followed this, lasting 400 days, which could be fit by a simple exponential decay with a 200-300 day decay constant. The second phase of inflation (9.9 cm) was in July 2008 and lasted 150 days. In December 2008 this inflation ended, and gradual subsidence of 4.3 cm continued over the remaining 750 days of data. At this point the subsidence looked to continue. Throughout this period the magnitude of the inflation was greater than deflation, and so an overall inflation over this period is apparent. The time series of inflation and deflation show that these ground motions are not linear (Biggs et al., 2011).<br />
The deformation patterns at Alutu have been fit best by a penny shaped crack at a depth of 0.5-2.5 km, with a radius of 3-10 km. It has been suggested that the deformation can be explained by magma-driven uplift and hydrothermal field activity, and that the subsequent subsidence is associated with hydrothermal activity alone (Biggs et al., 2011).</p>
",7.77,38.78,InSAR,Magmatic,"['Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662', 'Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]']",Alaska,
,Amak,311390,United States,Yes,No,2007 - 2010,,55.424,-163.149,InSAR,,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Amak']",Indonesia,
amasing,Amasing,268072,Indonesia ,No,,,,-0.53,127.48,No measurements,,['.'],Philippines and SE Asia,
ambalatungan_group,Ambalatungan Group,273088,Philippines,No,,,,17.32,121.1,No measurements,,"['Global Volcanism Program, 2013. [Ambalatungan Group (273088)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273088]).']",Indonesia,
ambang,Ambang,266020,Indonesia,No,,,,0.75,124.42,No measurements,,"['Global Volcanism Program, 2013. Ambang (266020) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 02 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=266020). https://doi.org/10.5479/si.GVP.VOTW4-2013']",Melanesia and Australia,
,Ambitle,254020,Papua New Guinea,No,,,"<p>There is no observed deformation at Ambitle, a stratovolcano that is the larger of the two Feni Islands, predominantly Pliocene-to-Pleistocene in age.</p>
",-4.08,153.65,No measurements,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=254020', 'NASA Space Shuttle image STS88-706-56, 1998 (http://eol.jsc.nasa.gov/).']",Middle East and Indian Ocean,
,Ambre-Bobaomby,233011,Madagascar,No,,,,-12.6,49.15,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=233011'],Melanesia and Australia,
,Ambrym,257040,Vanuatu,No,,,"<p>There are some GPS stations on the island of Ambrym (used for tectonic studies), but there is no published data on volcanic deformation. Ambrym is a basaltic volcano, with a 12 km wide caldera. Ambrym has an ephemeral lava lake, and has had several recent eruptions. The most recent was in 2015, but smaller eruptions from cones within the caldera have possibly occurred approximately yearly during historical times.<br />
&nbsp;</p>
",-16.25,168.12,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=257040'],Mediterranean and W. Asia,
,Amiata,211800,Italy,No,,,,42.9,11.63,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211800'],Philippines and SE Asia,
amorong,Amorong,273085,Philippines,No,,,,15.828,120.805,No measurements,,"['Global Volcanism Program, 2013. [Amorong (273085)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273085]).']",Middle East and Indian Ocean,
,Amsterdam Island,234001,France,No,,,,-37.83,77.52,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=234001'],Alaska,
amukta,Amukta,311190,United States,Yes,Yes,"1993 - 2000, 2004 - 2009","<p>Interferograms covering the volcano show two regions of subsidence. The first is location on the southeastern flank of the volcano with deformation occuring at rates of ~0.5 cm/yr. This deformation is modelled by a point source at &lt;1 km depth and is thought to originate from cooling and degassing of magma intruded during eruptions in 1987 and 1996.  A second region of subsidence at rates of ~1 mm/yr is seen on the lower southwestern flank. This is in a region of lava flows thought to originate from the 1963 eruption, and subsidence is therefore attributed to thermoelastic constraction of lava flows.</p>
",52.5,-171.252,InSAR,"Magmatic, Surface deposits","['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Amukta']",Kamchatka and Mainland Asia,
anaun,Anaun,300390,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",56.32,158.83,No measurements,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300390']",South America,
andahua-orcopampa,Andahua-Orcopampa,354004,Peru,Yes,No,2007-2011,"<p>No deformation was detected at the Andahua-Orcopampa volcanic field during a regional ALOS survey of Northern Andes Volcanoes (Morales Rivera et al., 2016).</p>
",-15.42,-72.33,InSAR,,"['Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.<br />\n']",Antarctica,
,Andrus,390023,Antarctica,No,,,,-75.8,-132.33,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://volcano.si.edu/volcano.cfm?vn=390023'],Melanesia and Australia,
,Aneityum,257110,Vanuatu ,No,,,"<p>Aneityum is a 17 km wide oval-shaped predominately basaltic volcanic island, the southernmost in the Vanuatu Islands chain. The most recent eruption at this volcano is unknown, but thought to be late-Pleistocene.</p>
",-20.2,169.78,No measurements,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=257110', 'NASA Space Shuttle image ISS006-E-5732, 2002 (http://eol.jsc.nasa.gov/).']",Alaska,
aniakchak,Aniakchak,312090,United States,Yes,Yes,1992 - 2010,"<p>InSAR measurements show that the caldera floor of Aniakchak volcano has subsided. The rate of subsidence decreased from ~12 mm/yr during 1992 &#8211; 2000 to ~8 mm/yr during 2000 &#8211; 2005 and ~6 mm/yr during 2005 &#8211; 2010. The deformation is modelled by a point source at shallow depth (2 &#8211; 4 km). Evidence from melt inclusions show that this is equal to preeruptive magma storage depths at the volcano. Subsidence may therefore be due to crystallisation or fluid loss from a shallow magma body. Another possible cause is a decrease in pore fluid pressure due to cooling or fluid loss from the hydrothermal system.</p>
",56.88,-158.17,InSAR,"Hydrothermal, Magmatic","['Kwoun, Oh-Ig, Lu, Zhong, Neal, Christina, and Wicks, Charles Jr., 2006, Quiescent deformation of the Aniakchak Caldera, Alaska, mapped by InSAR: Geology, v. 34, n. 1, p. 5-8.', 'Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Aniakchak']",Middle East and Indian Ocean,
,Ankaizina Field,233013,Madagascar,No,,,,-14.3,48.67,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=233013'],Middle East and Indian Ocean,
,Ankaratra Field,233015,Madagascar,No,,,,-19.4,47.2,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=233015'],South America,
antillanca_group,Antillanca Group,357153,Chile,Yes,No,2006-2008,"<p>No deformation was detected at the Antillanca Group during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-40.771,-72.153,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",South America,
antisana,Antisana,352030,Ecuador,Yes,No,2007-2011,"<p>Preliminary ALOS results found Antisana had periods of both inflation and deflation between 2007 and 2008, coincident with a period of high LP seismic actiity (Mothes et al., 2008). However, a regional ALOS survey of Northern Andes Volcanoes found no deformation at Antisana between 2007 and 2011 looking at a larger dataset (Morales Rivera et al., 2016). The preliminary deformation observations are therefore likely to have been atmospheric noise.</p>
",-0.48100000000000004,-78.141,InSAR,,"['Mothes, P., J. Biggs, S. Baker, S. Hong, F. Amelung, and T. Dixon (2008), Survey of volcanic activity in Ecuador using L-band SAR, Eos Trans. AGU, 89(53), Fall Meet. Suppl., Abstract V51C-2055.', 'Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.']",South America,
antofagasta_volcanic_field,Antofagasta Volcanic Field,355180,Argentina,Yes,No,1992-2011,"<p>No deformation was detected at the Antofagasta Volcanic Field during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",-26.12,-67.4,InSAR,,"['Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />\n']",South America,
,Antofalla,355867,Argentina,Yes,No,1992-2011,"<p>No deformation was detected at Antofalla during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",-25.55,-67.92,InSAR,,"['Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />\n']",South America,
antuco,Antuco,357080,Chile,Yes,No,2006-2008,"<p>No deformation was detected at Antuco during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-37.406,-71.34899999999999,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",Melanesia and Australia,
,Aoba,257030,Vanuatu,No,,,"<p>Aoba, also known as Ambae, is a large elongate (16 x 32 km) shield volcano in the New Hebrides archipelago. There are two nested calderas, as well as numerous cones and vents. No geodetic measurements have been made at Aoba, but recent volcanic eruption (1995, 2005, 2011) have occurred.<br />
&nbsp;</p>
",-15.4,167.83,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=257030'],South America,
apagado,Apagado,355830,Chile,Yes,No,1992-2002,"<p>No deformation was detected at Apagado during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",-22.05,-67.97,InSAR,,"['Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.<br />\n']",South America,
,Apagado,358024,Chile,Yes,No,"1993-1999 (ERS), 2006-2010 (ALOS)","<p>No deformation was detected at Apagado volcano during ERS and ALOS surveys of the Southern Andes (Pritchard and Simons, 2004; Fournier et al., 2010; Pritchard et al., 2013).</p>
",-41.88,-72.58,InSAR,,"['Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545.<br />\n', 'Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",Mexico and Central America,
